1732805890,16.8,53.5
1732805892,17.7,53.4
1732805894,15.9,53.3
1732805896,15.8,53.4
1732805898,17.5,53.5
1732805900,18.7,53.4
1732805902,21.2,53.6
1732805904,19.1,53.7
1732805906,19.1,53.7
1732805908,20.3,53.7
1732805910,21.0,53.7
1732805912,17.4,53.6
1732805914,17.5,53.6
1732805916,17.4,53.6
1732805918,16.2,53.8
1732805920,16.7,53.7
1732805922,24.4,53.8
1732805924,24.0,54.1
1732805926,23.7,54.9
1732805928,24.4,54.5
1732805930,26.8,54.6
1732805932,23.5,54.7
1732805934,26.7,54.9
1732805936,26.3,55.0
1732805938,22.9,55.3
1732805940,17.1,55.0
1732805942,19.4,54.0
1732805944,29.6,54.5
1732805946,20.7,56.4
1732805948,25.2,56.2
1732805950,25.6,56.9
1732805952,26.0,57.5
1732805954,26.6,58.7
1732805956,26.0,58.9
1732805958,24.6,57.9
1732805960,18.3,57.3
1732805962,20.0,57.5
1732805964,20.3,57.5
1732805966,20.9,57.3
1732805968,23.8,57.3
1732805970,19.7,57.0
1732805972,20.5,57.4
1732805974,18.3,57.3
1732805976,17.8,57.3
1732805978,23.5,57.3
1732805980,23.0,57.1
1732805982,19.6,57.4
1732805984,18.4,57.0
1732805986,20.9,56.9
1732805988,18.2,56.9
1732805990,18.7,56.8
1732805992,19.2,56.8
1732805994,17.2,56.7
1732805996,20.0,57.0
1732805998,23.0,57.4
1732806000,18.5,57.2
1732806002,17.1,56.9
1732806004,16.7,56.9
1732806006,17.5,56.9
1732806008,16.1,56.8
1732806010,18.3,56.8
1732806012,22.6,57.0
1732806014,17.3,57.0
1732806016,20.8,57.1
1732806018,19.4,57.0
1732806020,19.1,57.0
1732806022,18.7,56.9
1732806024,20.8,57.1
1732806026,21.1,57.0
1732806028,18.5,57.2
1732806030,19.0,56.9
1732806032,17.6,57.2
1732806034,18.7,56.9
1732806036,23.2,57.2
1732806038,20.1,57.0
1732806040,19.7,57.1
1732806042,20.4,57.5
1732806044,26.3,57.0
1732806046,22.0,54.8
1732806048,21.3,54.7
1732806050,30.1,55.2
1732806052,39.8,55.8
1732806054,41.1,57.1
1732806056,36.9,60.1
1732806058,31.6,57.6
1732806060,29.7,57.8
1732806062,44.0,61.0
1732806064,26.1,58.2
1732806066,25.1,59.3
1732806068,24.1,57.7
1732806070,23.9,57.6
1732806072,34.3,59.2
1732806074,18.3,58.3
1732806076,18.7,57.4
1732806078,32.1,58.9
1732806080,29.5,59.6
1732806082,36.7,58.5
1732806084,29.5,58.4
1732806086,21.0,58.3
1732806088,17.8,58.2
1732806090,25.9,58.5
1732806092,24.2,58.4
1732806094,18.9,58.3
1732806096,16.9,58.2
1732806098,16.2,58.1
1732806100,22.6,58.0
1732806102,16.2,58.0
1732806104,16.4,58.0
1732806106,17.1,58.1
1732806108,18.4,57.8
1732806110,16.6,57.7
1732806112,19.8,57.9
1732806114,23.9,58.3
1732806116,29.1,57.8
1732806118,33.2,58.1
1732806120,23.4,58.1
1732806122,21.9,57.4
1732806124,15.9,57.4
1732806126,17.4,57.4
1732806128,16.6,57.4
1732806130,16.3,57.3
1732806132,15.3,57.3
1732806134,15.4,57.4
1732806136,16.0,57.3
1732806138,16.0,57.3
1732806140,16.9,57.4
1732806142,16.6,57.4
1732806144,14.8,57.3
1732806146,16.3,57.4
1732806148,16.9,57.3
1732806150,15.7,57.3
1732806152,15.1,57.2
1732806154,14.9,57.3
1732806156,16.0,57.3
1732806158,15.6,57.3
1732806160,16.0,57.3
1732806162,17.0,57.3
1732806164,16.1,57.3
1732806166,16.4,57.4
1732806168,16.0,57.3
1732806170,15.5,57.2
1732806172,15.0,57.3
1732806174,15.4,57.2
1732806176,14.6,57.2
1732806178,14.8,57.2
1732806180,16.1,57.3
1732806182,16.0,57.3
1732806184,16.7,57.2
1732806186,15.8,57.2
1732806188,16.7,57.2
1732806190,18.0,57.2
